id,document_id,content,embedding,chunk_index,metadata,created_at
0136196e-817d-4eaf-8149-b19130d44a93,7071751a-c3c4-4586-a41c-37da493416ad,"£0 75% 
1% of the balance 
repaid 
for 2 years 
2 Year Tracker at BEBR + 0.35% for 2 Years 
Minimum Loan £2m   
Maximum Loan £10m 
4.60% 
6.1% APRC £1999 60% 
No ERC 
2 Year Tracker at BEBR + 0.55% for 2 Years 
4.80% 
6.1% APRC £1999 70% 
2 Year Tracker at BEBR + 0.57% for 2 Years 
Minimum Loan £2m   
Maximum Loan £5m 
4.82% 
6.1% APRC £1999 75% 
5 Year Tracker at BEBR + 0.60% for 5 Years 
Minimum Loan £5k   
Maximum Loan £2m 
4.85% 
5.9% APRC £999 60% 
5 Year Tracker at BEBR + 1.00% for 5 Years 
5.25% 
6.0% APRC £999 85%","[0.07381236,-0.015711261,-0.18114434,-0.0013238108,0.037211474,-0.031649165,0.05891871,0.08206227,0.036301855,-0.0057501257,-0.050510738,0.06224819,0.022385512,-0.05463283,0.02312292,0.020974537,-0.007832353,-0.037564,0.033709276,0.04760467,-0.039063208,-0.036067575,-0.058593594,0.002714626,0.03510915,0.021356393,-0.006354657,-0.0066549527,-0.036539346,-0.0061476543,0.041190453,0.0032370356,-0.036238078,-0.04082382,-0.06536783,-0.016304323,0.038803484,0.06004383,-0.0345276,-0.046638403,0.034196146,-0.033596136,0.016907101,0.019255698,0.06509661,-0.03223505,0.06882667,-0.0072917454,0.06877205,-0.033281617,0.0007073009,0.0023284673,-0.011201383,0.038952567,0.033810373,0.040642004,-0.084394336,-0.0013918905,0.011154129,-0.048571877,0.07846767,-0.015276447,-0.011998911,0.12394109,0.028878015,0.009029957,-0.036846522,0.04046033,0.012194995,-0.0030319267,0.033830434,-0.029592283,0.042947702,-0.027355228,-0.0051120515,-0.0154821,-0.062810026,-0.023755934,0.06666713,0.026098844,0.017694684,-0.01108177,0.021783857,0.032356784,0.07526194,-0.000110018475,0.02243738,0.0033963383,-0.024793308,0.041816752,0.059484202,0.008522273,0.027417138,0.054417036,-0.031840347,0.027146203,-0.05873031,-0.025151622,-0.031038791,0.014863444,-0.023707204,0.005665822,0.0070061525,0.03007466,0.038739137,0.024880813,0.054695915,-0.04800705,0.008865983,-0.026942091,-0.04300747,-0.042948656,-0.08192532,-0.016933618,0.0015116654,0.041853096,0.040979598,-0.0068478063,0.018171165,0.07146382,-0.01962333,-0.042116214,-0.014137948,0.058706306,0.0015125431,0.010323569,-0.028434154,0.06351677,0.061733123,-0.006171162,-0.01120298,-0.0046500475,-0.01780654,-0.042342108,0.07453385,0.019481434,-0.0060797087,-0.042952422,-0.014801136,-0.006349563,-0.004404266,-0.004830989,0.056341488,-0.004710204,-0.013988378,-0.06249169,0.066070914,-0.0072262427,-0.020802343,0.016013298,-0.02622279,-0.006120552,0.03177377,0.033473536,0.0020517847,-0.080395,0.0046714465,-0.011822771,-0.008649364,0.07118853,0.015715893,-0.006851058,-0.025400093,0.025892962,0.010598873,-0.029565345,-0.023991706,0.010518031,0.013136075,0.032075476,-0.076332636,0.013558553,-0.001900554,-0.05693479,0.04998533,0.00069334864,-0.008511554,-0.024496883,0.07429537,0.009456071,0.021323442,-0.03984431,0.08798393,0.04514254,-0.007887195,-0.008688078,0.040174987,0.0204377,-0.049514607,-0.0024126035,0.034366533,0.038741555,-0.040972784,-0.018984685,-0.009379636,0.016363986,0.05853497,0.010152713,0.03452196,0.028446348,0.006820266,-0.035305064,-0.001843154,-0.048381533,-0.011563635,0.0467575,0.006197709,0.043346573,-0.030825917,-0.021893308,0.030468848,-0.04827421,-0.03919901,0.0032501386,0.018675432,-0.028996496,0.014377117,-0.015832907,-0.018105013,0.01642957,0.038154367,0.011157406,0.048311025,0.031282507,0.004196338,0.021544565,-0.018330127,0.024633981,0.0072876373,-0.011627659,-0.0148863485,-0.055739433,0.07078825,0.019296197,0.028801277,0.012908683,0.016161164,0.018152418,-0.036947064,0.029650535,0.035508014,0.013422232,-0.044221077,-0.010470934,-0.009476281,0.053519335,0.030268785,-0.027459728,0.0044203564,0.026462927,-0.004935524,0.008413842,0.05845635,0.027340831,-0.0147758415,-0.005940309,-0.044747967,0.024842186,-0.0017214278,-0.003643952,0.043816034,-0.00846027,0.07977825,-0.0370881,-0.0499319,-0.03311489,-0.0541495,-0.030987235,0.020608049,0.028940592,0.030257022,0.05438471,0.0128731085,0.06294375,0.00014056395,-0.026108611,0.011052882,-0.039033752,-0.02316554,0.051472075,-0.023511123,-0.043397896,-0.03348755,0.030996792,0.011340128,0.09443031,0.012645996,-0.016281733,0.06334224,0.07012456,-0.019303208,-0.017119175,-0.000910888,-0.0074915527,0.043592025,0.010951947,0.051936876,-0.05247179,-0.022533087,0.00011321606,0.00089802156,-0.024396086,-0.0012766428,0.022155832,-0.031367723,-0.03584549,-0.005014635,-0.029533017,0.06508575,0.01140903,-0.011537296,-0.013100832,-0.02347929,0.0046799583,-0.03088157,0.031671446,0.039823607,0.013046373,0.050956585,0.024786957,-0.007483111,-0.029787827,0.015847983,-0.029726245,-0.0035513476,0.011414911,-0.036917232,0.0070279357,-0.04336818,0.010159879,-0.004453675,0.07923845,0.055353202,0.0041856063,-0.042168725,-0.0062165298,0.014112402,0.0071667824,0.017429309,-7.137217e-05,0.07001761,-0.047896273,0.027535008,-0.028742783,-0.013056036,-0.02722722,-0.028988527,0.006174602,-0.03636774,0.0017451664,-0.03712631,-0.030208258,-0.019400282,-0.01110105,0.031744897,-0.0018920408,-0.0041842745,0.045657508,0.022236355,-0.032859195,0.014890349,0.0017464764,0.00019929628,-0.031247225,-0.0033505703,0.025770944,-0.023302352,-0.049890626,0.032956645,0.015469883,-0.026818547,-0.057922803,0.0070682014,0.016374655,-0.018587256,0.024224991,-0.05479658,-0.031159697,-0.006265497,0.03183091,0.003676877,0.0067527173,0.049953636,0.042935852,-0.069031574,-0.060261,0.007905609,-0.08055503,0.008242664,0.0053895954,0.03888292,0.00029714245,0.020513253,-0.0022960494,0.055190004,-0.05352621,0.042770095,0.030575808,0.0046156608,0.037028927,-0.0716698,-0.065805696,-0.006419598,0.03711019,-0.0016605939,0.0203378,-0.047025252,-0.017755859,0.008479404,-0.022529915,-0.028890906,0.04840294,0.009525947,-0.036185484,0.038250156,0.030561505,0.07199133,0.013047677,0.038559847,-0.014492554,0.09405967,0.036735926,-0.02749632,-0.03591393,0.0694524,0.012792914,-0.0024507989,0.014766126,-0.005913915,-0.02995331,0.01939023,0.028412396,0.0006573767,-0.0320814,0.01567094,0.049619175,0.053006116,-0.012221759,-0.040141974,-0.02209018,0.051753465,-0.03708791,-0.012381596,-0.01720958,0.004181447,0.030890938,0.011229052,-0.0864903,0.03824717,-0.020967392,0.040668447,0.020772863,0.054533917,0.037359927,0.007853309,-0.038889438,0.025212944,0.021846587,-0.0043706354,0.04106808,0.022444304,-0.015271433,-0.027904885,-0.031038756,-0.0034232053,-0.06958531,0.036711402,-0.0123323025,0.027554806,0.07524347,0.0059720455,-0.020296294,0.028608944,-0.07043683,-0.028736552,-0.0026987854,-0.016880013,0.0062780473,-0.022055386,0.061479054,0.00042240575,-0.01300323,-0.028634053,-0.037337124,-0.021976832,-0.039261676,0.04587261,-0.06781359,0.049654163,-0.030497512,0.04876062,0.053763732,0.0021232653,-0.010058461,-0.0187073,-0.016790332,-0.052034028,0.025189549,0.033300214,-0.010818616,0.019552758,0.08604189,-0.03614392,-0.004603864,0.031539697,-0.015054117,-0.01337985,-0.015646493,-0.031383693,0.05031434,0.0021159279,-0.007469323,0.042057466,0.014615391,0.009999356,-0.06561976,0.03476094,0.02601953,-0.028136084,0.024465768,0.030838396,-0.016739557,-0.016734561,-0.018475907,-0.05854771,-0.011280886,-0.0114400685,-0.071539484,0.04198572,-0.03304987,0.04817292,0.00999352,0.007931008,-0.015416173,0.03306279,0.024416775,-0.044298276,0.022534518,0.01726634,-0.051484402,0.012807412,0.03210227,-0.026935114,0.03327109,-0.015541207,-0.026262388,-0.024661215,-0.047092613,-0.0020434465,-0.09890966,0.05469854,-0.0077419393,-0.01682773,-0.05891657,0.032584477,-0.0074314144,-0.049352426,-0.017500672,-0.014371754,-0.014968428,0.017953224,-0.0098002115,-0.007928485,0.048063155,-0.0036686019,0.0053421734,0.021373974,0.024432266,-0.032643896,0.018102732,-0.008607823,-0.06047578,-0.070076495,0.0042666364,-0.0019218633,-0.009161894,-0.026500627,0.018518316,-0.018503115,-0.011870399,-0.021990685,-0.016704459,-0.0051970393,0.07437937,0.004706478,-0.011985875,-0.011391471,-0.055148616,0.0028975708,-0.034621812,-0.024300525,0.0057474556,-0.0062109656,-0.026874166,0.015161657,-0.03213773,0.03681465,-0.04244748,-0.03324139,-0.054125633,-0.032943275,0.009999637,0.029496986,-0.041750237,0.034826852,0.003632575,0.071391754,0.01235614,-0.03317458,0.037623387,0.012226371,-0.014065373,0.0072828513,0.0027084893,0.011063321,-0.01405479,0.019242505,0.018841138,-0.03842192,-0.06068876,0.02882214,-0.037030634,0.03099734,0.029084532,0.034324307,-0.021268353,-0.010814665,-0.0257278,-0.035143673,0.013543608,0.005205253,0.03105631,-0.055694293,-0.012061395,-0.00067238545,0.055338003,-0.046133544,0.037991945,-0.052410696,0.03630976,0.020843845,-0.0062745246,-0.019384049,0.04776042,0.01793951,-0.045953482,0.009448566,0.03284378,0.0028240553,-0.026031187,0.10289987,0.077158585,0.033206753,-0.019393746,-0.037943084,-0.036457907,-0.0054844925,0.003612254,0.017439326,0.00015898873,-0.001082541,0.021865709,-0.003462566,-0.042084895,0.049168073,-0.0008423724,-0.02683752,0.0028072775,-0.02403509,-0.063263245,-0.002561453,-0.040728718,0.016718209,0.010450157,-0.032664523,0.056331664,0.04341123,0.010110238,-0.0162238,0.008136156,-0.015611395,-0.04077536,0.02561922,0.007123052,-0.038219243,0.0068204417,0.022511506,-0.007145503,0.052597668,-0.061899252,-0.05007688,0.001774784,0.042491365,-0.005629585,-0.008727439,0.015337522,-0.030005243,-0.02065896,-0.052346487,0.008841748,-0.020917196,0.029694598,-0.014522346,0.010339211,-0.0077616354,0.014038038,-0.028759276,0.037490822,-0.057126317,-0.005702047,0.0213712,0.021229275,-0.04498967,0.023201538,0.049242508,-0.044822678,-0.05249423,-0.0293344,-0.027747791,-0.0056292256,0.071444765,-0.004638448,-0.06048192,-0.11482164,-0.042052895,-0.0013291311,0.023108542,-0.062057655,-0.02750309,-0.0056732735,-0.013930952,-0.036331438,-0.07721949,0.028767003,-0.00047173255,-0.03097955,0.0011066572,-0.004900201,-0.09286516,-0.02033115,-0.076872066,0.024263695,-0.010183336,0.024817873,-0.023610825,-0.002512767,-0.023686092,-0.018454108,0.0087135,-0.024123425,0.00850328,-0.0014266797,-0.078029566,0.0067514232,0.048041,0.008407606,0.02949909,0.025099317,0.03324153,0.06719914,0.02081062,-0.088154875,-0.003336185,0.03245863,0.0036876898,-0.03421694,-0.038429733,-0.0007614985]",85,"{""loc"":{""lines"":{""to"":27,""from"":2}}}",2025-07-19 20:05:11.621
0281750b-19ea-4268-ac99-923c75d6bd68,7071751a-c3c4-4586-a41c-37da493416ad,"Product Type 
Minimum/Maximum 
Loan size 
Initial 
Interest 
Rate 
Follow on 
rate 
The Overall Cost 
for Comparison  
Product 
Fee 
Maximu
m Loan 
to Value 
(LTV) 
Early 
Repayment 
Charge 
2 Year Offset Tracker at BEBR + 1.22% for 2 Years 
Minimum Loan £5k   
Maximum Loan £2m 
5.47% 
Offset Tracker 
at BEBR which 
is variable, 
currently 4.25%  
+ 1.99% = 
6.24% for term 
6.4% APRC £1749 75% 
Full redemption: 
1% of the 
original balance 
for 2 years 
5 Year Offset Tracker at BEBR + 1.25% for 5 Years 
5.50% 
6.2% APRC £1749 75% 
Full redemption: 
1% of the 
original balance 
for 5 years 
Offset: Current Account and Savings Accounts can be offset against the mortgage, see Offset Terms & Conditions for more information. 
Please note customers can only hold one Offset Mortgage at a time.","[0.050088923,0.0106134,-0.17045867,-0.024353916,0.024833996,-0.030782849,0.028047277,0.049131315,0.0117915645,0.017532036,-0.012679344,0.044579703,0.0014821879,-0.004237689,0.024238834,0.013233705,0.009645815,-0.046496943,0.015648324,0.048757073,-0.04814802,-0.022398224,-0.09537525,-0.0045229536,0.002268272,0.016895574,-0.00012223412,0.010309083,-0.021151489,0.025441302,0.04017032,-0.019819401,-0.017601704,-0.062876366,-0.06850976,-0.0292183,0.04528756,0.061608445,-0.033339407,-0.05917966,0.038819123,-0.027689964,0.063107096,0.02746303,0.09857608,-0.009343739,0.11078436,0.004635934,0.079333484,-0.028023604,0.005187964,0.014675152,0.0020722689,0.01949218,0.03737894,0.02721424,-0.08500038,0.032830372,0.02552333,0.009092464,0.0752035,0.03033729,-0.039325874,0.10664883,0.022261107,0.004006793,-0.01834969,0.016543355,-0.019254785,-0.03646276,0.022582892,0.0032033625,0.012945832,-0.01120454,0.007217049,0.005822307,-0.06278535,-0.010191042,0.03547053,0.033676796,0.022806933,0.0020817237,0.029570049,0.028418358,0.06356544,-0.0019702807,0.006839404,0.030627277,0.011977889,0.04416797,0.027880978,0.015578814,0.02166463,0.045950264,-0.08421604,0.012953479,-0.04099593,-0.017003682,-0.008151733,-0.0003620163,-0.020646863,0.0009802231,0.024137042,0.03552847,0.028513718,0.03369213,0.058481075,-0.032987393,0.0096670985,-0.012741105,-0.043958146,-0.014415481,-0.07186923,-0.032702684,-0.01475191,-0.0052267956,0.036296625,0.020802408,0.01054956,0.057576284,-0.02289561,-0.02428636,0.016663225,0.09087155,-0.0005764492,-0.00782658,-0.06360955,0.060210418,0.054833665,0.0025104247,0.0010981213,-0.0009929233,-0.008072245,-0.053285457,0.04471506,0.04225575,0.007496292,-0.024447545,-0.036952518,0.018146561,0.018660769,-0.019326512,0.026358558,-0.009176457,-0.020180842,-0.04073161,0.037412144,-0.018122843,-0.025070332,0.028073331,0.00736902,0.024031771,0.018570893,0.07484026,0.021403424,-0.056972682,-0.00035437004,-0.017845748,0.011228705,0.054474644,-0.0069849687,-0.02116303,-0.019509144,0.050192114,0.0012751846,-0.030206436,-0.036400218,0.059899956,0.029188883,0.0035799819,-0.049480718,-0.010859217,-0.0056922655,-0.041532483,0.04626395,-0.0047048805,0.045199662,-0.046216115,0.031889435,0.0131973885,0.027470674,-0.06381514,0.062244117,0.060406677,-0.042063735,-0.011164559,0.037738834,0.004872703,-0.002411001,-0.016511364,0.002874206,0.008794645,-0.033166792,-0.047856584,-0.07160422,-0.0054282267,0.07317818,0.039021716,-0.0018856747,-0.02470399,-0.008786708,-0.014599856,0.02190546,-0.017615128,-0.041193467,0.053762376,0.02095754,0.024833966,-0.0018525606,-0.013969072,0.05761576,-0.03681508,-0.06869081,0.020170929,0.018684672,-0.005285395,-0.01906583,0.00865923,-0.011586261,0.010681132,0.058138963,-0.017763164,0.04894361,0.031947736,0.008819046,0.013683175,0.019610068,-0.006554008,-0.007725904,-0.0016688842,-0.02241955,-0.010521504,0.060207978,0.024223967,0.0029678487,0.025773613,0.01709341,0.010184457,-0.006619821,0.001996451,-0.00018861044,-0.0070172767,-0.044497777,0.032272205,-0.048312277,-0.00048871286,0.03302809,-0.026067803,0.008791854,0.034082226,-0.0072448323,0.0059974557,0.057620455,-0.015294708,-0.0023471212,-0.022659786,-0.041224025,0.014801994,-0.004021017,0.029982682,0.03180427,0.016125558,0.122015566,-0.022997204,-0.060952768,-0.028096523,-0.047270887,-0.03377653,0.03664262,0.0044376124,0.027290301,0.073751174,-0.03690393,0.024793863,0.007478985,-0.020023283,0.017105611,-0.05140189,-0.031045744,0.06362109,-0.015089016,-0.06737658,-0.053345088,0.008233547,-0.011446401,0.0740254,0.015320072,0.0029989546,0.036341127,0.05378527,-0.037539043,0.011237578,-0.022374049,-0.003640551,0.013994216,-0.013192609,0.02818371,-0.004705953,-0.013047121,-0.052030567,-0.017566446,-0.008937458,0.0013214938,0.032464955,-0.03327151,-0.04079314,0.016198374,-0.019378651,0.036040023,-0.0037141705,-0.031250656,0.006831053,-0.078913435,0.004437859,-0.07527049,0.035403114,0.065773964,0.027257342,0.0062675225,0.028995004,-0.025041014,-0.04230734,0.017787747,-0.017946757,0.01650963,0.021690447,-0.021568906,0.009334415,-0.08242312,0.038357895,0.019168219,0.0984037,0.02825432,-0.023648426,-0.0033474092,0.008576865,0.0065223556,0.009102645,0.024990987,-0.00451326,0.072663374,-0.03316724,0.02585626,-0.03682082,0.0037054156,-0.0077513903,-0.042349722,0.0204512,0.015132195,0.011763804,-0.036556244,-0.024963204,-0.0137862675,0.009367616,0.032447938,0.014122166,0.03690422,0.04997813,0.026768256,-0.010315818,0.02818192,-0.017142123,0.044361718,-0.037128497,0.009187385,0.035219185,0.008565837,-0.048320763,0.0070255008,-0.02641917,0.0020711352,-0.020191547,0.026778989,-0.003969319,-0.025055408,0.013618099,-0.07521396,-0.0112863425,-0.023350049,0.008478118,0.023233602,0.0067806453,0.032281272,0.03890068,-0.045660138,-0.038259566,-0.010750627,-0.060780667,-0.0043414724,0.010197786,-0.016901327,0.028518496,-0.0034426036,0.008680361,0.046082657,-0.0006256165,0.047911517,0.023314558,1.7745298e-05,0.026708819,-0.06837767,-0.048170324,-0.0028714454,-0.020235492,0.0022515093,-0.0041480106,-0.01478135,-0.039374556,0.0048883753,-0.017461842,0.0022036685,0.05050459,0.008604573,-0.015384444,0.061727833,0.029612191,0.044218056,0.028805234,0.06660999,-0.0139291715,0.077287644,0.032770973,-0.013688253,-0.036847502,0.040487234,0.0043711453,0.017949417,0.024129912,-4.4096028e-06,-0.07446951,0.007373163,0.024710653,-0.0052508754,-0.024188926,-0.0062381397,0.03819667,0.02832671,-0.008829419,-0.042417552,0.0034349973,0.032066677,-0.031597268,0.009383567,-0.046760414,0.038924072,0.05565653,0.006617827,-0.073880844,-0.0009053278,-0.03497389,0.01653412,0.019501278,0.046695527,-0.0033852423,0.010105066,-0.0360939,0.027618324,0.029009435,0.024865843,0.03361554,0.04983787,0.009155562,-0.011277715,-0.0009917115,0.019556826,-0.048980072,0.047170237,-0.044247065,-0.013646872,0.06876575,-0.013124581,-0.02563875,0.030576844,-0.03483023,-0.037517983,0.007643027,-0.03099808,-0.005191015,-0.02003894,0.042412627,-0.030125082,0.0013002884,-0.045174967,-0.03000808,0.00027584334,0.007885504,0.049010705,-0.09439412,0.021047486,-0.014618893,0.041811753,0.033629537,0.0075953994,0.028660512,-0.018475747,0.010590245,-0.057794053,0.024820363,0.0394165,-0.008348691,0.043675568,0.09535762,-0.019187402,-0.0051430576,0.031581365,0.00765718,-0.009384157,-0.02160478,-0.0509296,0.059091065,-0.0016297677,0.017963642,0.019510986,-0.025891354,0.009876867,-0.07964454,0.030716546,0.019338787,-0.034423348,0.011715912,-0.012168923,-0.039845273,-0.012332732,0.0070532435,-0.059477415,-0.007383089,0.01028771,-0.07924485,0.028577102,-0.029364508,0.011982866,0.016511466,-0.044499584,-0.024288114,0.016627567,0.0513249,-0.06151163,0.02790859,0.05328683,-0.04185029,-0.017912695,0.00013661945,-0.023761023,0.029897,-0.013655825,-0.048200157,0.0059868232,-0.014373149,0.005650255,-0.09406165,0.021566393,-0.03326088,-0.00079844665,-0.03454662,0.05280847,0.0042469334,-0.03913828,-0.015596958,-0.015976822,-0.0046017687,0.001524743,-0.0111458935,-0.0015741338,0.018105121,-0.0005596458,-0.025612177,0.049406417,-0.010681337,-0.025903698,-0.020554943,0.033736102,-0.060334932,-0.012822713,-0.030998597,0.029726641,-0.039647005,0.004342083,0.008629945,-0.04586659,-0.0016872186,-0.014049626,-0.019189894,-0.03850604,0.0844036,-0.022168778,-0.007279284,-0.015977584,-0.06511113,0.009219161,-0.049630824,-0.025657436,0.006913647,0.016068215,-0.048815213,0.0025001296,-0.018237337,-0.008875358,-0.041686404,-0.03029896,-0.06758871,-0.008186997,-0.008464458,0.035310008,-0.02793188,0.018652445,0.054115903,0.0461366,0.038284007,-0.012263672,-0.017332973,0.014187846,-0.0025962554,-0.016984629,-0.018784827,0.01906422,0.004439582,0.017075025,-0.019589089,-0.025693279,-0.029534442,0.010601756,-0.014988677,0.025573364,0.025594492,0.029191634,0.016791254,0.023621174,-0.05360485,-0.031941373,0.025573928,0.00748724,0.0014070042,-0.07042337,-0.024845624,-0.023761168,0.065375485,-0.07254733,0.0675585,-0.055393767,0.027395321,0.036799636,-0.017574957,-0.018489493,0.058548737,0.017186997,-0.052448332,0.022844005,0.045871057,0.024980824,-0.031962994,0.09386309,0.10077525,0.031345207,-0.005721335,-0.024670806,-0.031817038,0.021321816,-0.039361864,-0.023451813,-0.033933155,0.016386444,0.009329893,0.0037079281,-0.022575837,0.054744773,-0.0042074416,-0.011887699,-0.014900326,-0.07965957,-0.046952143,0.0053199003,-0.056543663,0.030194381,-0.012117464,-0.0029609546,0.06823741,0.02964467,0.014552281,-0.013674055,0.011460002,-0.02899092,-0.023553,0.0255342,-0.013155756,-0.04811511,0.016106157,0.018478505,0.039540295,0.020731645,-0.09330508,-0.061472587,-0.01570548,0.042171847,-0.0008660933,0.009915166,0.0058638956,-0.022533955,-0.022058109,-0.043895192,0.0144418515,-0.007859001,0.00767442,0.0056753247,-9.010895e-05,0.00085184904,0.015081126,0.013970625,0.021507543,-0.046411652,-0.039902013,0.014615655,0.03460103,-0.0073697483,0.059586976,0.05113,-0.022544969,-0.03896963,-0.049384527,-0.035357486,-0.030011395,0.07980177,0.018429926,-0.059463453,-0.092857674,-0.022238635,0.003591847,-0.0021369122,-0.038467627,-0.053541843,-0.00058644754,-0.011481162,-0.028984487,-0.07402934,0.05558428,-0.008052456,0.0029828467,-0.052189764,0.0092597995,-0.095525086,0.01565357,-0.072127104,0.043903563,-0.016949704,0.009830532,-0.052758195,0.009011697,-0.019587949,-0.0067304308,0.0046927934,-0.019434059,0.027483927,-0.008005383,-0.066161,-0.009705432,0.036920637,0.012451581,-0.0023176302,0.029829884,0.026163803,0.04616392,0.033500757,-0.06605745,0.037767306,-0.009000511,0.038592666,-0.02593164,-0.060714446,-0.060529493]",77,"{""loc"":{""lines"":{""to"":44,""from"":2}}}",2025-07-19 20:05:11.004
